"エクスポージャー群ID","正規エクスポージャーID","元エクスポージャーID","候補ID","取引手段ID","エクスポージャー名_日本語","エクスポージャー名_英語","資産クラス","リスク群","代替グループID","直接または代替","代替関係","取引手段種別","シンボル","取引所またはVenue","Broker","Gate状態","証拠信頼度","証拠ID一覧","取引手段差分メモ","P06追跡メモ","作成日時","更新日時"
"CLU-EXP-CRYPTO-GLOBAL-ETH","EXP-CRYPTO-GLOBAL-ETH","EXP-CRYPTO-GLOBAL-ETH","CAN-EXP-CRYPTO-GLOBAL-ETH-ETH-IBSJ","VEH-ETH","イーサリアム","Ether","暗号資産","再構成リスク群","PG-暗号資産","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","暗号資産先物","ETH","CME","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-CRYPTO-GLOBAL-ETH","EXP-CRYPTO-GLOBAL-ETH","EXP-CRYPTO-GLOBAL-ETH","CAN-EXP-CRYPTO-GLOBAL-ETH-MET-IBSJ","VEH-MET","イーサリアム","Ether","暗号資産","再構成リスク群","PG-暗号資産","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","暗号資産先物","MET","CME","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-RATES-JP-JGB10Y","EXP-RATES-JP-JGB10Y","EXP-RATES-JP-JGB10Y","CAN-EXP-RATES-JP-JGB10Y-JGB10Y-IBSJ","VEH-JGB10Y","日本10年国債","Japan 10Y JGB","金利・債券","再構成リスク群","PG-金利・債券","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JGB10Y","OSE","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-RATES-JP-JGB10Y","EXP-RATES-JP-JGB10Y","EXP-RATES-JP-JGB10Y","CAN-EXP-RATES-JP-JGB10Y-MINIJGB10Y-IBSJ","VEH-MINIJGB10Y","日本10年国債","Japan 10Y JGB","金利・債券","再構成リスク群","PG-金利・債券","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","ミニ先物","MINIJGB10Y","OSE","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-EQ-DE-DAX","EXP-EQ-DE-DAX","EXP-EQ-DE-DAX","CAN-EXP-EQ-DE-DAX-FDAX-IBSJ","VEH-FDAX","ドイツDAX","DAX","株価指数","再構成リスク群","PG-株価指数","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","FDAX","EUREX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-EQ-DE-DAX","EXP-EQ-DE-DAX","EXP-EQ-DE-DAX","CAN-EXP-EQ-DE-DAX-FDXM-IBSJ","VEH-FDXM","ドイツDAX","DAX","株価指数","再構成リスク群","PG-株価指数","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","ミニ先物","FDXM","EUREX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-024","EXP-REBUILT-024","EXP-REBUILT-024","CAN-EXP-REBUILT-024-JP049-IBSJ","VEH-JP049","再構成候補 49","Rebuilt Candidate 49","株価指数","再構成リスク群","PG-株価指数","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP049","CME","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-025","EXP-REBUILT-025","EXP-REBUILT-025","CAN-EXP-REBUILT-025-JP050-IBSJ","VEH-JP050","再構成候補 50","Rebuilt Candidate 50","金利・債券","再構成リスク群","PG-金利・債券","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP050","CBOT","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-026","EXP-REBUILT-026","EXP-REBUILT-026","CAN-EXP-REBUILT-026-JP051-IBSJ","VEH-JP051","再構成候補 51","Rebuilt Candidate 51","為替","再構成リスク群","PG-為替","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP051","NYMEX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-027","EXP-REBUILT-027","EXP-REBUILT-027","CAN-EXP-REBUILT-027-JP052-IBSJ","VEH-JP052","再構成候補 52","Rebuilt Candidate 52","エネルギー","再構成リスク群","PG-エネルギー","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP052","COMEX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-028","EXP-REBUILT-028","EXP-REBUILT-028","CAN-EXP-REBUILT-028-JP053-IBSJ","VEH-JP053","再構成候補 53","Rebuilt Candidate 53","環境・電力","再構成リスク群","PG-環境・電力","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP053","ICEUS","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-029","EXP-REBUILT-029","EXP-REBUILT-029","CAN-EXP-REBUILT-029-JP054-IBSJ","VEH-JP054","再構成候補 54","Rebuilt Candidate 54","金属","再構成リスク群","PG-金属","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP054","ICEEU","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-030","EXP-REBUILT-030","EXP-REBUILT-030","CAN-EXP-REBUILT-030-JP055-IBSJ","VEH-JP055","再構成候補 55","Rebuilt Candidate 55","穀物・油糧種子","再構成リスク群","PG-穀物・油糧種子","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP055","OSE","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-031","EXP-REBUILT-031","EXP-REBUILT-031","CAN-EXP-REBUILT-031-JP056-IBSJ","VEH-JP056","再構成候補 56","Rebuilt Candidate 56","畜産","再構成リスク群","PG-畜産","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP056","TOCOM","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-032","EXP-REBUILT-032","EXP-REBUILT-032","CAN-EXP-REBUILT-032-JP057-IBSJ","VEH-JP057","再構成候補 57","Rebuilt Candidate 57","暗号資産","再構成リスク群","PG-暗号資産","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP057","EUREX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-033","EXP-REBUILT-033","EXP-REBUILT-033","CAN-EXP-REBUILT-033-JP058-IBSJ","VEH-JP058","再構成候補 58","Rebuilt Candidate 58","ソフトコモディティ","再構成リスク群","PG-ソフトコモディティ","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP058","SGX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-034","EXP-REBUILT-034","EXP-REBUILT-034","CAN-EXP-REBUILT-034-JP059-IBSJ","VEH-JP059","再構成候補 59","Rebuilt Candidate 59","ボラティリティ","再構成リスク群","PG-ボラティリティ","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP059","CFE","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-035","EXP-REBUILT-035","EXP-REBUILT-035","CAN-EXP-REBUILT-035-JP060-IBSJ","VEH-JP060","再構成候補 60","Rebuilt Candidate 60","不動産","再構成リスク群","PG-不動産","代替・研究のみ","P06以降でPrimary/Fallbackを判断","標準先物","JP060","NASDAQ","Interactive Brokers Securities Japan Inc.","研究のみ","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-036","EXP-REBUILT-036","EXP-REBUILT-036","CAN-EXP-REBUILT-036-JP061-IBSJ","VEH-JP061","再構成候補 61","Rebuilt Candidate 61","株価指数","再構成リスク群","PG-株価指数","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP061","CME","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-037","EXP-REBUILT-037","EXP-REBUILT-037","CAN-EXP-REBUILT-037-JP062-IBSJ","VEH-JP062","再構成候補 62","Rebuilt Candidate 62","金利・債券","再構成リスク群","PG-金利・債券","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP062","CBOT","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-038","EXP-REBUILT-038","EXP-REBUILT-038","CAN-EXP-REBUILT-038-JP063-IBSJ","VEH-JP063","再構成候補 63","Rebuilt Candidate 63","為替","再構成リスク群","PG-為替","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP063","NYMEX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-039","EXP-REBUILT-039","EXP-REBUILT-039","CAN-EXP-REBUILT-039-JP064-IBSJ","VEH-JP064","再構成候補 64","Rebuilt Candidate 64","エネルギー","再構成リスク群","PG-エネルギー","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP064","COMEX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-040","EXP-REBUILT-040","EXP-REBUILT-040","CAN-EXP-REBUILT-040-JP065-IBSJ","VEH-JP065","再構成候補 65","Rebuilt Candidate 65","環境・電力","再構成リスク群","PG-環境・電力","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP065","ICEUS","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-041","EXP-REBUILT-041","EXP-REBUILT-041","CAN-EXP-REBUILT-041-JP066-IBSJ","VEH-JP066","再構成候補 66","Rebuilt Candidate 66","金属","再構成リスク群","PG-金属","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP066","ICEEU","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-042","EXP-REBUILT-042","EXP-REBUILT-042","CAN-EXP-REBUILT-042-JP067-IBSJ","VEH-JP067","再構成候補 67","Rebuilt Candidate 67","穀物・油糧種子","再構成リスク群","PG-穀物・油糧種子","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP067","OSE","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-043","EXP-REBUILT-043","EXP-REBUILT-043","CAN-EXP-REBUILT-043-JP068-IBSJ","VEH-JP068","再構成候補 68","Rebuilt Candidate 68","畜産","再構成リスク群","PG-畜産","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP068","TOCOM","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-044","EXP-REBUILT-044","EXP-REBUILT-044","CAN-EXP-REBUILT-044-JP069-IBSJ","VEH-JP069","再構成候補 69","Rebuilt Candidate 69","暗号資産","再構成リスク群","PG-暗号資産","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP069","EUREX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-045","EXP-REBUILT-045","EXP-REBUILT-045","CAN-EXP-REBUILT-045-JP070-IBSJ","VEH-JP070","再構成候補 70","Rebuilt Candidate 70","ソフトコモディティ","再構成リスク群","PG-ソフトコモディティ","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP070","SGX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-046","EXP-REBUILT-046","EXP-REBUILT-046","CAN-EXP-REBUILT-046-JP071-IBSJ","VEH-JP071","再構成候補 71","Rebuilt Candidate 71","ボラティリティ","再構成リスク群","PG-ボラティリティ","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP071","CFE","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-047","EXP-REBUILT-047","EXP-REBUILT-047","CAN-EXP-REBUILT-047-JP072-IBSJ","VEH-JP072","再構成候補 72","Rebuilt Candidate 72","不動産","再構成リスク群","PG-不動産","代替・研究のみ","P06以降でPrimary/Fallbackを判断","標準先物","JP072","NASDAQ","Interactive Brokers Securities Japan Inc.","研究のみ","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-048","EXP-REBUILT-048","EXP-REBUILT-048","CAN-EXP-REBUILT-048-JP073-IBSJ","VEH-JP073","再構成候補 73","Rebuilt Candidate 73","株価指数","再構成リスク群","PG-株価指数","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP073","CME","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-049","EXP-REBUILT-049","EXP-REBUILT-049","CAN-EXP-REBUILT-049-JP074-IBSJ","VEH-JP074","再構成候補 74","Rebuilt Candidate 74","金利・債券","再構成リスク群","PG-金利・債券","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP074","CBOT","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-050","EXP-REBUILT-050","EXP-REBUILT-050","CAN-EXP-REBUILT-050-JP075-IBSJ","VEH-JP075","再構成候補 75","Rebuilt Candidate 75","為替","再構成リスク群","PG-為替","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP075","NYMEX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-051","EXP-REBUILT-051","EXP-REBUILT-051","CAN-EXP-REBUILT-051-JP076-IBSJ","VEH-JP076","再構成候補 76","Rebuilt Candidate 76","エネルギー","再構成リスク群","PG-エネルギー","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP076","COMEX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-052","EXP-REBUILT-052","EXP-REBUILT-052","CAN-EXP-REBUILT-052-JP077-IBSJ","VEH-JP077","再構成候補 77","Rebuilt Candidate 77","環境・電力","再構成リスク群","PG-環境・電力","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP077","ICEUS","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-053","EXP-REBUILT-053","EXP-REBUILT-053","CAN-EXP-REBUILT-053-JP078-IBSJ","VEH-JP078","再構成候補 78","Rebuilt Candidate 78","金属","再構成リスク群","PG-金属","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP078","ICEEU","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-054","EXP-REBUILT-054","EXP-REBUILT-054","CAN-EXP-REBUILT-054-JP079-IBSJ","VEH-JP079","再構成候補 79","Rebuilt Candidate 79","穀物・油糧種子","再構成リスク群","PG-穀物・油糧種子","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP079","OSE","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-055","EXP-REBUILT-055","EXP-REBUILT-055","CAN-EXP-REBUILT-055-JP080-IBSJ","VEH-JP080","再構成候補 80","Rebuilt Candidate 80","畜産","再構成リスク群","PG-畜産","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP080","TOCOM","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-056","EXP-REBUILT-056","EXP-REBUILT-056","CAN-EXP-REBUILT-056-JP081-IBSJ","VEH-JP081","再構成候補 81","Rebuilt Candidate 81","暗号資産","再構成リスク群","PG-暗号資産","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP081","EUREX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-057","EXP-REBUILT-057","EXP-REBUILT-057","CAN-EXP-REBUILT-057-JP082-IBSJ","VEH-JP082","再構成候補 82","Rebuilt Candidate 82","ソフトコモディティ","再構成リスク群","PG-ソフトコモディティ","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP082","SGX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-058","EXP-REBUILT-058","EXP-REBUILT-058","CAN-EXP-REBUILT-058-JP083-IBSJ","VEH-JP083","再構成候補 83","Rebuilt Candidate 83","ボラティリティ","再構成リスク群","PG-ボラティリティ","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP083","CFE","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-059","EXP-REBUILT-059","EXP-REBUILT-059","CAN-EXP-REBUILT-059-JP084-IBSJ","VEH-JP084","再構成候補 84","Rebuilt Candidate 84","不動産","再構成リスク群","PG-不動産","代替・研究のみ","P06以降でPrimary/Fallbackを判断","標準先物","JP084","NASDAQ","Interactive Brokers Securities Japan Inc.","研究のみ","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-060","EXP-REBUILT-060","EXP-REBUILT-060","CAN-EXP-REBUILT-060-JP085-IBSJ","VEH-JP085","再構成候補 85","Rebuilt Candidate 85","株価指数","再構成リスク群","PG-株価指数","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP085","CME","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-061","EXP-REBUILT-061","EXP-REBUILT-061","CAN-EXP-REBUILT-061-JP086-IBSJ","VEH-JP086","再構成候補 86","Rebuilt Candidate 86","金利・債券","再構成リスク群","PG-金利・債券","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP086","CBOT","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
