"候補ID","エクスポージャーID","取引手段ID","エクスポージャー名_日本語","エクスポージャー名_英語","資産クラス","リスク群","取引手段種別","シンボル","取引所またはVenue","Broker","Long可否","Short可否","API発注可否","API口座照会可否","日本居住者利用可否","取引時間","ティックサイズ","契約倍率","最小数量","受渡リスク","当初証拠金円","維持証拠金円","分足データ可否","リアルタイムデータ可否","証拠信頼度","証拠ID一覧","Gate状態","Gate理由","選定状態","レビューメモ","作成日時","更新日時"
"CAN-EXP-CRYPTO-GLOBAL-ETH-MET-IBSJ","EXP-CRYPTO-GLOBAL-ETH","VEH-MET","イーサリアム","Ether","暗号資産","再構成リスク群","暗号資産先物","MET","CME","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-RATES-JP-JGB10Y-JGB10Y-IBSJ","EXP-RATES-JP-JGB10Y","VEH-JGB10Y","日本10年国債","Japan 10Y JGB","金利・債券","再構成リスク群","標準先物","JGB10Y","OSE","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-RATES-JP-JGB10Y-MINIJGB10Y-IBSJ","EXP-RATES-JP-JGB10Y","VEH-MINIJGB10Y","日本10年国債","Japan 10Y JGB","金利・債券","再構成リスク群","ミニ先物","MINIJGB10Y","OSE","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-EQ-DE-DAX-FDAX-IBSJ","EXP-EQ-DE-DAX","VEH-FDAX","ドイツDAX","DAX","株価指数","再構成リスク群","標準先物","FDAX","EUREX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-EQ-DE-DAX-FDXM-IBSJ","EXP-EQ-DE-DAX","VEH-FDXM","ドイツDAX","DAX","株価指数","再構成リスク群","ミニ先物","FDXM","EUREX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-024-JP049-IBSJ","EXP-REBUILT-024","VEH-JP049","再構成候補 49","Rebuilt Candidate 49","株価指数","再構成リスク群","標準先物","JP049","CME","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-025-JP050-IBSJ","EXP-REBUILT-025","VEH-JP050","再構成候補 50","Rebuilt Candidate 50","金利・債券","再構成リスク群","標準先物","JP050","CBOT","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-026-JP051-IBSJ","EXP-REBUILT-026","VEH-JP051","再構成候補 51","Rebuilt Candidate 51","為替","再構成リスク群","標準先物","JP051","NYMEX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-027-JP052-IBSJ","EXP-REBUILT-027","VEH-JP052","再構成候補 52","Rebuilt Candidate 52","エネルギー","再構成リスク群","標準先物","JP052","COMEX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-028-JP053-IBSJ","EXP-REBUILT-028","VEH-JP053","再構成候補 53","Rebuilt Candidate 53","環境・電力","再構成リスク群","標準先物","JP053","ICEUS","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-029-JP054-IBSJ","EXP-REBUILT-029","VEH-JP054","再構成候補 54","Rebuilt Candidate 54","金属","再構成リスク群","標準先物","JP054","ICEEU","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-030-JP055-IBSJ","EXP-REBUILT-030","VEH-JP055","再構成候補 55","Rebuilt Candidate 55","穀物・油糧種子","再構成リスク群","標準先物","JP055","OSE","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-031-JP056-IBSJ","EXP-REBUILT-031","VEH-JP056","再構成候補 56","Rebuilt Candidate 56","畜産","再構成リスク群","標準先物","JP056","TOCOM","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-032-JP057-IBSJ","EXP-REBUILT-032","VEH-JP057","再構成候補 57","Rebuilt Candidate 57","暗号資産","再構成リスク群","標準先物","JP057","EUREX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-033-JP058-IBSJ","EXP-REBUILT-033","VEH-JP058","再構成候補 58","Rebuilt Candidate 58","ソフトコモディティ","再構成リスク群","標準先物","JP058","SGX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-034-JP059-IBSJ","EXP-REBUILT-034","VEH-JP059","再構成候補 59","Rebuilt Candidate 59","ボラティリティ","再構成リスク群","標準先物","JP059","CFE","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-035-JP060-IBSJ","EXP-REBUILT-035","VEH-JP060","再構成候補 60","Rebuilt Candidate 60","不動産","再構成リスク群","標準先物","JP060","NASDAQ","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-036-JP061-IBSJ","EXP-REBUILT-036","VEH-JP061","再構成候補 61","Rebuilt Candidate 61","株価指数","再構成リスク群","標準先物","JP061","CME","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-037-JP062-IBSJ","EXP-REBUILT-037","VEH-JP062","再構成候補 62","Rebuilt Candidate 62","金利・債券","再構成リスク群","標準先物","JP062","CBOT","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-038-JP063-IBSJ","EXP-REBUILT-038","VEH-JP063","再構成候補 63","Rebuilt Candidate 63","為替","再構成リスク群","標準先物","JP063","NYMEX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-039-JP064-IBSJ","EXP-REBUILT-039","VEH-JP064","再構成候補 64","Rebuilt Candidate 64","エネルギー","再構成リスク群","標準先物","JP064","COMEX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-040-JP065-IBSJ","EXP-REBUILT-040","VEH-JP065","再構成候補 65","Rebuilt Candidate 65","環境・電力","再構成リスク群","標準先物","JP065","ICEUS","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-041-JP066-IBSJ","EXP-REBUILT-041","VEH-JP066","再構成候補 66","Rebuilt Candidate 66","金属","再構成リスク群","標準先物","JP066","ICEEU","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-042-JP067-IBSJ","EXP-REBUILT-042","VEH-JP067","再構成候補 67","Rebuilt Candidate 67","穀物・油糧種子","再構成リスク群","標準先物","JP067","OSE","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-043-JP068-IBSJ","EXP-REBUILT-043","VEH-JP068","再構成候補 68","Rebuilt Candidate 68","畜産","再構成リスク群","標準先物","JP068","TOCOM","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-044-JP069-IBSJ","EXP-REBUILT-044","VEH-JP069","再構成候補 69","Rebuilt Candidate 69","暗号資産","再構成リスク群","標準先物","JP069","EUREX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-045-JP070-IBSJ","EXP-REBUILT-045","VEH-JP070","再構成候補 70","Rebuilt Candidate 70","ソフトコモディティ","再構成リスク群","標準先物","JP070","SGX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-046-JP071-IBSJ","EXP-REBUILT-046","VEH-JP071","再構成候補 71","Rebuilt Candidate 71","ボラティリティ","再構成リスク群","標準先物","JP071","CFE","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-047-JP072-IBSJ","EXP-REBUILT-047","VEH-JP072","再構成候補 72","Rebuilt Candidate 72","不動産","再構成リスク群","標準先物","JP072","NASDAQ","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-048-JP073-IBSJ","EXP-REBUILT-048","VEH-JP073","再構成候補 73","Rebuilt Candidate 73","株価指数","再構成リスク群","標準先物","JP073","CME","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-049-JP074-IBSJ","EXP-REBUILT-049","VEH-JP074","再構成候補 74","Rebuilt Candidate 74","金利・債券","再構成リスク群","標準先物","JP074","CBOT","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-050-JP075-IBSJ","EXP-REBUILT-050","VEH-JP075","再構成候補 75","Rebuilt Candidate 75","為替","再構成リスク群","標準先物","JP075","NYMEX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-051-JP076-IBSJ","EXP-REBUILT-051","VEH-JP076","再構成候補 76","Rebuilt Candidate 76","エネルギー","再構成リスク群","標準先物","JP076","COMEX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-052-JP077-IBSJ","EXP-REBUILT-052","VEH-JP077","再構成候補 77","Rebuilt Candidate 77","環境・電力","再構成リスク群","標準先物","JP077","ICEUS","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-053-JP078-IBSJ","EXP-REBUILT-053","VEH-JP078","再構成候補 78","Rebuilt Candidate 78","金属","再構成リスク群","標準先物","JP078","ICEEU","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-054-JP079-IBSJ","EXP-REBUILT-054","VEH-JP079","再構成候補 79","Rebuilt Candidate 79","穀物・油糧種子","再構成リスク群","標準先物","JP079","OSE","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-055-JP080-IBSJ","EXP-REBUILT-055","VEH-JP080","再構成候補 80","Rebuilt Candidate 80","畜産","再構成リスク群","標準先物","JP080","TOCOM","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-056-JP081-IBSJ","EXP-REBUILT-056","VEH-JP081","再構成候補 81","Rebuilt Candidate 81","暗号資産","再構成リスク群","標準先物","JP081","EUREX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-057-JP082-IBSJ","EXP-REBUILT-057","VEH-JP082","再構成候補 82","Rebuilt Candidate 82","ソフトコモディティ","再構成リスク群","標準先物","JP082","SGX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-058-JP083-IBSJ","EXP-REBUILT-058","VEH-JP083","再構成候補 83","Rebuilt Candidate 83","ボラティリティ","再構成リスク群","標準先物","JP083","CFE","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-059-JP084-IBSJ","EXP-REBUILT-059","VEH-JP084","再構成候補 84","Rebuilt Candidate 84","不動産","再構成リスク群","標準先物","JP084","NASDAQ","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-060-JP085-IBSJ","EXP-REBUILT-060","VEH-JP085","再構成候補 85","Rebuilt Candidate 85","株価指数","再構成リスク群","標準先物","JP085","CME","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-061-JP086-IBSJ","EXP-REBUILT-061","VEH-JP086","再構成候補 86","Rebuilt Candidate 86","金利・債券","再構成リスク群","標準先物","JP086","CBOT","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-062-JP087-IBSJ","EXP-REBUILT-062","VEH-JP087","再構成候補 87","Rebuilt Candidate 87","為替","再構成リスク群","標準先物","JP087","NYMEX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
